brand,name,size_ml,price_krw,detail_url,description,부향률,메인 어코드,탑 노트,미들 노트,베이스 노트,향 설명,image_url,parse_path,fail_reason
킬리안,뱀부 하모니 오 드 퍼퓸,50ml,279000.0,https://www.bysuco.com/product/show/10522,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 그린 / 시트러스 / 프레쉬\n\n[메인 노트]\n- 탑 노트 : 베르가못, 네롤리, 비터 오렌지\n- 미들 노트 : 티, 대나무, 미모사, 스파이시\n- 베이스 노트 : 무화과 잎, 홀리, 오크모스\n\n[향 설명]\n-대나무 숲에서 시원한 화이트 티를 음미하는 듯한 느낌을 주는, 마음을 편하게 하며 명상에 빠지게 하는 향.",오 드 퍼퓸,"그린, 시트러스, 프레쉬","베르가못, 네롤리, 비터 오렌지","티, 대나무, 미모사, 스파이시","무화과 잎, 홀리, 오크모스","대나무 숲에서 시원한 화이트 티를 음미하는 듯한 느낌을 주는, 마음을 편하게 하며 명상에 빠지게 하는 향.",https://cf.bysuco.net/33bcc559ffa91d7d44912963d2f7bc30_cvt.webp,detail:meta_og:image,
킬리안,굿걸 곤 배드 오 드 퍼퓸,50ml,249000.0,https://www.bysuco.com/product/show/10524,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 플로랄 / 화이트 플로랄 / 프루티 \n\n[메인 노트]\n- 탑 노트: 오스만투스, 자스민, 로즈\n- 미들 노트: 튜베로즈, 나르시소스\n- 베이스 노트: 앰버, 시더\n\n[향 설명]\n- 바람에 흩날리는 꽃의 향이 순수하지만 동시에 유혹적인 바이브를 전달하는 관능적인 향",오 드 퍼퓸,"플로랄, 화이트 플로랄, 프루티","오스만투스, 자스민, 로즈","튜베로즈, 나르시소스","앰버, 시더",바람에 흩날리는 꽃의 향이 순수하지만 동시에 유혹적인 바이브를 전달하는 관능적인 향,https://cf.bysuco.net/848652e771511a89a9d551e20e367c91_cvt.webp,detail:meta_og:image,
바이레도,집시 워터 오 드 퍼퓸,50ml,180000.0,https://www.bysuco.com/product/show/9351,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 아로마틱 / 프레쉬 스파이시\n\n[메인 노트]\n- 탑 노트: 베르가못, 레몬, 페퍼, 주니퍼베리\n- 미들 노트: 인센스, 솔잎, 오리스\n- 베이스 노트: 앰버, 바닐라, 샌달우드\n\n[향 설명]\n- 앰버와 시트러스의 조화로 독특한 부러움을 선사하는 향",오 드 퍼퓸,"우디, 아로마틱, 프레쉬 스파이시","베르가못, 레몬, 페퍼, 주니퍼베리","인센스, 솔잎, 오리스","앰버, 바닐라, 샌달우드",앰버와 시트러스의 조화로 독특한 부러움을 선사하는 향,https://cf.bysuco.net/51b6170999bcea3cc079ed4e72d08a5e.jpg,detail:meta_og:image,
바이레도,집시 워터 오 드 퍼퓸,100ml,282400.0,https://www.bysuco.com/product/show/9351,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 아로마틱 / 프레쉬 스파이시\n\n[메인 노트]\n- 탑 노트: 베르가못, 레몬, 페퍼, 주니퍼베리\n- 미들 노트: 인센스, 솔잎, 오리스\n- 베이스 노트: 앰버, 바닐라, 샌달우드\n\n[향 설명]\n- 앰버와 시트러스의 조화로 독특한 부러움을 선사하는 향",오 드 퍼퓸,"우디, 아로마틱, 프레쉬 스파이시","베르가못, 레몬, 페퍼, 주니퍼베리","인센스, 솔잎, 오리스","앰버, 바닐라, 샌달우드",앰버와 시트러스의 조화로 독특한 부러움을 선사하는 향,https://cf.bysuco.net/51b6170999bcea3cc079ed4e72d08a5e.jpg,detail:meta_og:image,
바이레도,발 다프리크 오 드 퍼퓸,50ml,180000.0,https://www.bysuco.com/product/show/9352,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 아로마틱 / 시트러스 / 우디\n\n[메인 노트]\n- 탑 노트: 베르가못, 천수국, 부쿠\n- 미들 노트: 바이올렛, 시클라멘\n- 베이스 노트: 베티버, 모로칸, 시더우드\n\n[향 설명]\n- 아프리카 문화에 영감을 받은 우디 베이스의 생기로운 플로랄 향",오 드 퍼퓸,"아로마틱, 시트러스, 우디","베르가못, 천수국, 부쿠","바이올렛, 시클라멘","베티버, 모로칸, 시더우드",아프리카 문화에 영감을 받은 우디 베이스의 생기로운 플로랄 향,https://cf.bysuco.net/cc3ee70e8aca52f6f13a17305f97ddef.jpg,detail:meta_og:image,
바이레도,발 다프리크 오 드 퍼퓸,100ml,294200.0,https://www.bysuco.com/product/show/9352,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 아로마틱 / 시트러스 / 우디\n\n[메인 노트]\n- 탑 노트: 베르가못, 천수국, 부쿠\n- 미들 노트: 바이올렛, 시클라멘\n- 베이스 노트: 베티버, 모로칸, 시더우드\n\n[향 설명]\n- 아프리카 문화에 영감을 받은 우디 베이스의 생기로운 플로랄 향",오 드 퍼퓸,"아로마틱, 시트러스, 우디","베르가못, 천수국, 부쿠","바이올렛, 시클라멘","베티버, 모로칸, 시더우드",아프리카 문화에 영감을 받은 우디 베이스의 생기로운 플로랄 향,https://cf.bysuco.net/cc3ee70e8aca52f6f13a17305f97ddef.jpg,detail:meta_og:image,
아쿠아 디 파르마,피코 디 아말피 오 드 뚜왈렛,75ml,116020.0,https://www.bysuco.com/product/show/23910,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 시트러스 / 푸르티 / 우디\n\n[메인 노트]\n- 탑 노트: 자몽, 레몬, 베르가못, 시트론\n- 미들 노트: 피그 넥타르, 자스민, 핑크페퍼\n- 베이스 노트: 피그 트리, 시더, 벤조인\n\n[향 설명]\n- 무화과와 시트러스의 조화로 꺠끗하면서도 활력적인 이미지 연출",오 드 뚜왈렛,"시트러스, 푸르티, 우디","자몽, 레몬, 베르가못, 시트론","피그 넥타르, 자스민, 핑크페퍼","피그 트리, 시더, 벤조인",무화과와 시트러스의 조화로 꺠끗하면서도 활력적인 이미지 연출,https://cf.bysuco.net/a3703d099cf31e4ae1c08caefe8daec6.jpg,detail:meta_og:image,
아쿠아 디 파르마,피코 디 아말피 오 드 뚜왈렛,100ml,163220.0,https://www.bysuco.com/product/show/23910,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 시트러스 / 푸르티 / 우디\n\n[메인 노트]\n- 탑 노트: 자몽, 레몬, 베르가못, 시트론\n- 미들 노트: 피그 넥타르, 자스민, 핑크페퍼\n- 베이스 노트: 피그 트리, 시더, 벤조인\n\n[향 설명]\n- 무화과와 시트러스의 조화로 꺠끗하면서도 활력적인 이미지 연출",오 드 뚜왈렛,"시트러스, 푸르티, 우디","자몽, 레몬, 베르가못, 시트론","피그 넥타르, 자스민, 핑크페퍼","피그 트리, 시더, 벤조인",무화과와 시트러스의 조화로 꺠끗하면서도 활력적인 이미지 연출,https://cf.bysuco.net/a3703d099cf31e4ae1c08caefe8daec6.jpg,detail:meta_og:image,
아쿠아 디 파르마,피코 디 아말피 오 드 뚜왈렛,150ml,175020.0,https://www.bysuco.com/product/show/23910,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 시트러스 / 푸르티 / 우디\n\n[메인 노트]\n- 탑 노트: 자몽, 레몬, 베르가못, 시트론\n- 미들 노트: 피그 넥타르, 자스민, 핑크페퍼\n- 베이스 노트: 피그 트리, 시더, 벤조인\n\n[향 설명]\n- 무화과와 시트러스의 조화로 꺠끗하면서도 활력적인 이미지 연출",오 드 뚜왈렛,"시트러스, 푸르티, 우디","자몽, 레몬, 베르가못, 시트론","피그 넥타르, 자스민, 핑크페퍼","피그 트리, 시더, 벤조인",무화과와 시트러스의 조화로 꺠끗하면서도 활력적인 이미지 연출,https://cf.bysuco.net/a3703d099cf31e4ae1c08caefe8daec6.jpg,detail:meta_og:image,
프레데릭 말,베티버 엑스트라오디네르 오 드 퍼퓸,50ml,288300.0,https://www.bysuco.com/product/show/10234,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 아로마틱 / 시트러스\n\n[메인 노트]\n- 탑 노트: 비터 오렌지, 베르가못\n- 미들 노트: 베티버, 핑크 페퍼, 클로브\n- 베이스 노트: 시더, 오크모스, 미르, 샌달우드, 머스크\n\n[향 설명]\n- 매우 높은 함량의 맑고 신선한 베티버 향",오 드 퍼퓸,"우디, 아로마틱, 시트러스","비터 오렌지, 베르가못","베티버, 핑크 페퍼, 클로브","시더, 오크모스, 미르, 샌달우드, 머스크",매우 높은 함량의 맑고 신선한 베티버 향,https://cf.bysuco.net/c573d5040a35ad4ace857bc11adaad1d_cvt.webp,detail:meta_og:image,
프레데릭 말,베티버 엑스트라오디네르 오 드 퍼퓸,100ml,352020.0,https://www.bysuco.com/product/show/10234,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 아로마틱 / 시트러스\n\n[메인 노트]\n- 탑 노트: 비터 오렌지, 베르가못\n- 미들 노트: 베티버, 핑크 페퍼, 클로브\n- 베이스 노트: 시더, 오크모스, 미르, 샌달우드, 머스크\n\n[향 설명]\n- 매우 높은 함량의 맑고 신선한 베티버 향",오 드 퍼퓸,"우디, 아로마틱, 시트러스","비터 오렌지, 베르가못","베티버, 핑크 페퍼, 클로브","시더, 오크모스, 미르, 샌달우드, 머스크",매우 높은 함량의 맑고 신선한 베티버 향,https://cf.bysuco.net/c573d5040a35ad4ace857bc11adaad1d_cvt.webp,detail:meta_og:image,
이솝,휠 오 드 퍼퓸,50ml,129000.0,https://www.bysuco.com/product/show/9971,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 아로마틱 / 프레쉬 스파이시\n\n[메인 노트]\n- 탑 노트: 스파이시, 타임\n- 미들 노트: 사이프러스, 우디 노트\n- 베이스 노트: 베티버, 올리바늄, 오크모스\n\n[향 설명]\n- 히노키 숲에 온듯한 편안하고 자연 친화적인 향",오 드 퍼퓸,"우디, 아로마틱, 프레쉬 스파이시","스파이시, 타임","사이프러스, 우디 노트","베티버, 올리바늄, 오크모스",히노키 숲에 온듯한 편안하고 자연 친화적인 향,https://cf.bysuco.net/e0ca52e42b76ec856d659e552e564dd9.jpg,detail:meta_og:image,
르 라보,떼 누아 29 오 드 퍼퓸,50ml,243000.0,https://www.bysuco.com/product/show/10305,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 프레쉬 스파이시 / 스위트\n\n[메인 노트]\n- 탑 노트: 무화과, 월계수잎, 베르가못\n- 미들 노트: 시더, 베티버, 머스크\n- 베이스 노트: 토바코, 건초\n\n[향 설명]\n- 블랙 티 잎의 우아하고 아름다운 향에 바치는 찬가와도 같은 향",오 드 퍼퓸,"우디, 프레쉬 스파이시, 스위트","무화과, 월계수잎, 베르가못","시더, 베티버, 머스크","토바코, 건초",블랙 티 잎의 우아하고 아름다운 향에 바치는 찬가와도 같은 향,https://cf.bysuco.net/b653cdb88541f637e77be9eca47f8f95.jpg,detail:meta_og:image,
르 라보,떼 누아 29 오 드 퍼퓸,100ml,376800.0,https://www.bysuco.com/product/show/10305,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 프레쉬 스파이시 / 스위트\n\n[메인 노트]\n- 탑 노트: 무화과, 월계수잎, 베르가못\n- 미들 노트: 시더, 베티버, 머스크\n- 베이스 노트: 토바코, 건초\n\n[향 설명]\n- 블랙 티 잎의 우아하고 아름다운 향에 바치는 찬가와도 같은 향",오 드 퍼퓸,"우디, 프레쉬 스파이시, 스위트","무화과, 월계수잎, 베르가못","시더, 베티버, 머스크","토바코, 건초",블랙 티 잎의 우아하고 아름다운 향에 바치는 찬가와도 같은 향,https://cf.bysuco.net/b653cdb88541f637e77be9eca47f8f95.jpg,detail:meta_og:image,
톰 포드,패뷸러스 오 드 퍼퓸,30ml,249000.0,https://www.bysuco.com/product/show/9893,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 아로마틱 / 레더 / 바닐라\n\n[메인 노트]\n- 탑 노트: 라벤더, 클레어리 세이지\n- 미들 노트: 레더, 비터 아몬드, 바닐라, 오리스\n- 베이스 노트: 레더, 통카빈, 캐쉬미란, 화이트 우드, 앰버\n\n[향 설명]\n- 가죽향과 바닐라의 조화로움이 선사하는 고급스러운 관능미가 돋보이는 향",오 드 퍼퓸,"아로마틱, 레더, 바닐라","라벤더, 클레어리 세이지","레더, 비터 아몬드, 바닐라, 오리스","레더, 통카빈, 캐쉬미란, 화이트 우드, 앰버",가죽향과 바닐라의 조화로움이 선사하는 고급스러운 관능미가 돋보이는 향,https://cf.bysuco.net/885c575f25b891ec98da96fb43662900_cvt.webp,detail:meta_og:image,
톰 포드,패뷸러스 오 드 퍼퓸,50ml,375620.0,https://www.bysuco.com/product/show/9893,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 아로마틱 / 레더 / 바닐라\n\n[메인 노트]\n- 탑 노트: 라벤더, 클레어리 세이지\n- 미들 노트: 레더, 비터 아몬드, 바닐라, 오리스\n- 베이스 노트: 레더, 통카빈, 캐쉬미란, 화이트 우드, 앰버\n\n[향 설명]\n- 가죽향과 바닐라의 조화로움이 선사하는 고급스러운 관능미가 돋보이는 향",오 드 퍼퓸,"아로마틱, 레더, 바닐라","라벤더, 클레어리 세이지","레더, 비터 아몬드, 바닐라, 오리스","레더, 통카빈, 캐쉬미란, 화이트 우드, 앰버",가죽향과 바닐라의 조화로움이 선사하는 고급스러운 관능미가 돋보이는 향,https://cf.bysuco.net/885c575f25b891ec98da96fb43662900_cvt.webp,detail:meta_og:image,
톰 포드,화이트 스웨이드 오 드 퍼퓸 세트,50ml,255000.0,https://www.bysuco.com/product/show/3405215,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 머스크 / 파우더리 / 레더\n\n[메인 노트]\n- 탑 노트: 타임, 티\n- 미들 노트: 릴리오브더밸리, 샤프론, 로즈\n- 베이스 노트: 스웨이드, 머스크, 샌달우드, 올리바넘, 앰버\n\n[향 설명]\n- 가죽의 향이 섞인 머스크가 표현하는 제 2의 피부의 향",오 드 퍼퓸,"머스크, 파우더리, 레더","타임, 티","릴리오브더밸리, 샤프론, 로즈","스웨이드, 머스크, 샌달우드, 올리바넘, 앰버",가죽의 향이 섞인 머스크가 표현하는 제 2의 피부의 향,https://cf.bysuco.net/57e01c70511dfac4a9001a32935e7ae2.webp,detail:meta_og:image,
메종 마르지엘라,재즈 클럽 오 드 뚜왈렛,30ml,75000.0,https://www.bysuco.com/product/show/32956,"부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 타바코 / 스위트 / 럼\n\n[메인 노트]\n- 탑 노트: 핑크페퍼, 네롤리, 레몬\n- 미들 노트: 럼, 자바 제티버 오일, 세이지\n- 베이스 노트: 타바코 리프, 바닐라 빈, 때죽나무\n\n[향 설명]\n- 프라이빗 재즈 클럽에서 느껴지는 남성적이고 활기찬 향",,"타바코, 스위트, 럼","핑크페퍼, 네롤리, 레몬","럼, 자바 제티버 오일, 세이지","타바코 리프, 바닐라 빈, 때죽나무",프라이빗 재즈 클럽에서 느껴지는 남성적이고 활기찬 향,https://cf.bysuco.net/fac2df3a33f28b8d590d4e115731b850.jpg,detail:meta_og:image,
메종 마르지엘라,재즈 클럽 오 드 뚜왈렛,100ml,139620.0,https://www.bysuco.com/product/show/32956,"부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 타바코 / 스위트 / 럼\n\n[메인 노트]\n- 탑 노트: 핑크페퍼, 네롤리, 레몬\n- 미들 노트: 럼, 자바 제티버 오일, 세이지\n- 베이스 노트: 타바코 리프, 바닐라 빈, 때죽나무\n\n[향 설명]\n- 프라이빗 재즈 클럽에서 느껴지는 남성적이고 활기찬 향",,"타바코, 스위트, 럼","핑크페퍼, 네롤리, 레몬","럼, 자바 제티버 오일, 세이지","타바코 리프, 바닐라 빈, 때죽나무",프라이빗 재즈 클럽에서 느껴지는 남성적이고 활기찬 향,https://cf.bysuco.net/fac2df3a33f28b8d590d4e115731b850.jpg,detail:meta_og:image,
킬리안,블랙 팬텀 오 드 퍼퓸,50ml,249000.0,https://www.bysuco.com/product/show/10530,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 스위트 / 웜 스파이시 / 카라멜\n\n[메인 노트]\n- 싱글 노트: 다크 초콜릿, 럼, 카라멜, 커피, 사탕수수, 아몬드, 샌달우드, 헬리오트로프 \n\n[향 설명]\n- 진한 커피향과 럼의 향이 균형을 맞춘 관능적인 향수",오 드 퍼퓸,"스위트, 웜 스파이시, 카라멜",,,,진한 커피향과 럼의 향이 균형을 맞춘 관능적인 향수,https://cf.bysuco.net/bd53e3fd081b305a6cef76411bca2d74_cvt.webp,detail:meta_og:image,
바이레도,라 튤립 오 드 퍼퓸,50ml,180000.0,https://www.bysuco.com/product/show/9354,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 플로랄 / 그린 / 소프트 스파이시\n\n[메인 노트]\n- 탑 노트: 루바브, 시클라멘, 프리지아\n- 미들 노트: 핑크튤립\n- 베이스 노트: 블론드 우드, 베티버\n\n[향 설명]\n- 튤립의 꽃봉오리처럼 활기 넘치고 낙천적인 향",오 드 퍼퓸,"플로랄, 그린, 소프트 스파이시","루바브, 시클라멘, 프리지아",핑크튤립,"블론드 우드, 베티버",튤립의 꽃봉오리처럼 활기 넘치고 낙천적인 향,https://cf.bysuco.net/8662e3fb0edb261ba029965062f40e92.jpg,detail:meta_og:image,
바이레도,라 튤립 오 드 퍼퓸,100ml,293020.0,https://www.bysuco.com/product/show/9354,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 플로랄 / 그린 / 소프트 스파이시\n\n[메인 노트]\n- 탑 노트: 루바브, 시클라멘, 프리지아\n- 미들 노트: 핑크튤립\n- 베이스 노트: 블론드 우드, 베티버\n\n[향 설명]\n- 튤립의 꽃봉오리처럼 활기 넘치고 낙천적인 향",오 드 퍼퓸,"플로랄, 그린, 소프트 스파이시","루바브, 시클라멘, 프리지아",핑크튤립,"블론드 우드, 베티버",튤립의 꽃봉오리처럼 활기 넘치고 낙천적인 향,https://cf.bysuco.net/8662e3fb0edb261ba029965062f40e92.jpg,detail:meta_og:image,
프레데릭 말,뮤스크 라바줴 오 드 퍼퓸,50ml,239000.0,https://www.bysuco.com/product/show/21122,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 웜 스파이시 / 바닐라 / 파우더리\n\n[메인 노트]\n- 탑 노트: 라벤더, 탠저린, 베르가못\n- 미들 노트: 시나몬, 클로브\n- 베이스 노트: 머스크, 바닐라, 통카 빈, 앰버, 샌달우드, 과이액목, 시더\n\n[향 설명]\n- 성숙한 어른의 세련되고 고귀한 피부의 향",오 드 퍼퓸,"웜 스파이시, 바닐라, 파우더리","라벤더, 탠저린, 베르가못","시나몬, 클로브","머스크, 바닐라, 통카 빈, 앰버, 샌달우드, 과이액목, 시더",성숙한 어른의 세련되고 고귀한 피부의 향,https://cf.bysuco.net/e2b992ccbb62085043e340925e41cc6a_cvt.webp,detail:meta_og:image,
